killing,Open,Close,Neighbors,DToPath,Elevation
0,6.83E-14,0.996414,7.978434,169.2311096,-0.134561289
0,8.44E-30,0.999654,7.990858,163.5367961,0.057985573
0.25,9.42E-31,0.999668,7.982629,113.5062102,0.104575858
0,9.36E-07,0.989,6.93650702,50.2345924,0.026320002
0,9.36E-07,0.989,6.93650702,50.2345924,0.026320002
0,9.73E-14,0.99605,6.9866559,25.31987975,0.016722934
0,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
0.5,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
1.0,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
1.0,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
0.5,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
0,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
0,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
0.75,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
0,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
0,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
0,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
0,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
0,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
1.0,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
0.25,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
0.25,9.72638e-14,0.99605,6.9866559,25.319879752459094,0.016722934297386513
1.0,4.31209e-24,0.999105,6.9820333,80.28472821086582,0.3084036887838156
1.0,4.31209e-24,0.999105,6.9820333,80.28472821086582,0.3084036887838156
1.0,4.31209e-24,0.999105,6.9820333,80.28472821086582,0.3084036887838156
1.0,4.04654e-18,0.997608,7.912005000000001,59.34602951767087,-0.050808836000028744
1.0,3.05456e-12,0.994359,7.387607,43.72865332881027,-0.1290735863956384
1.0,1.83952e-09,0.992916,7.933411,78.64626436982698,-0.24119301113064498
0,0.000764077,0.983319,7.284092,58.98469827737121,-0.23039772937577208
0.25,1.83952e-09,0.992916,7.933411,78.64626436982698,-0.24119301113064498
0.5,1.94639e-08,0.991987,7.782901999999999,81.92319205190465,-0.1642025235203949
1.0,1.01041e-13,0.995594,7.933737,71.83993046875823,-0.004735948823742271
0.5,1.93684e-11,0.993966,7.930593,63.90008980048471,-0.1856161354168037
1.0,1.83952e-09,0.992916,7.933411,78.64626436982698,-0.24119301113064498
0.25,3.26822e-17,0.997417,7.823215,53.099079042127194,0.011771710580407758
0,4.87387e-10,0.99264,7.7062539999999995,49.97314715166028,-0.20067196707722312
0.25,6.25162e-08,0.991022,7.9180839999999995,72.91164092619371,-0.2199676707153538
0,1.31195e-07,0.990106,7.844303,55.70777059529565,-0.1356623437660105
0,1.69618e-06,0.988824,7.900487,67.17701748256027,-0.25824213466493173
0,7.11399e-17,0.997085,6.91698697,54.069306754256814,0.24585693621127583
