unit_name,target_name,unit_x,unit_y,target_x,target_y,visible
blueSoldier,opSoldier,1800,10220,1800,10340,0
blueSoldier,opSoldier,1800,10220,1800,10360,0
blueSoldier,opSoldier,1800,10220,1800,10380,0
blueSoldier,opSoldier,1800,10220,1800,10400,0
blueSoldier,opSoldier,1800,10220,1800,10420,0
blueSoldier,opSoldier,1800,10220,1800,10440,0
blueSoldier,opSoldier,1800,10220,1800,10440,0
blueSoldier,opSoldier,1800,10220,1800,10460,0
blueSoldier,opSoldier,1800,10220,1800,10520,0
blueSoldier,opSoldier,1800,10220,1800,10540,0
blueSoldier,opSoldier,1800,10220,1800,10560,0
blueSoldier,opSoldier,1800,10220,1800,10580,0
blueSoldier,opSoldier,1800,10220,1800,10620,0
blueSoldier,opSoldier,1800,10220,1800,10640,0
blueSoldier,opSoldier,1800,10220,1800,10680,0
blueSoldier,opSoldier,1800,10220,1800,10700,0
blueSoldier,opSoldier,1800,10220,1800,10700,0
blueSoldier,opSoldier,1800,10220,1800,10720,0
blueSoldier,opSoldier,1800,10220,1800,10760,0
blueSoldier,opSoldier,1800,10220,1800,10800,0
blueSoldier,opSoldier,1800,10220,1800,10840,0
blueSoldier,opSoldier,1800,10220,1800,10860,0
blueSoldier,opSoldier,1800,10220,1800,10880,0
blueSoldier,opSoldier,1800,10220,1820,10000,0
blueSoldier,opSoldier,1800,10220,1820,10020,0
blueSoldier,opSoldier,1800,10220,1820,10040,0
blueSoldier,opSoldier,1800,10220,1820,10060,0
blueSoldier,opSoldier,1800,10220,1820,10080,0
blueSoldier,opSoldier,1800,10220,1820,10100,0
blueSoldier,opSoldier,1800,10220,1820,10100,0
blueSoldier,opSoldier,1800,10220,1820,10120,0
blueSoldier,opSoldier,1800,10220,1820,10160,0
blueSoldier,opSoldier,1800,10220,1820,10180,0
blueSoldier,opSoldier,1800,10220,1820,10220,0
blueSoldier,opSoldier,1800,10220,1820,10300,0
blueSoldier,opSoldier,1800,10220,1820,10340,0
blueSoldier,opSoldier,1800,10220,1820,10380,0
blueSoldier,opSoldier,1800,10220,1820,10440,0
blueSoldier,opSoldier,1800,10220,1820,10540,0
blueSoldier,opSoldier,1800,10220,1820,10560,0
blueSoldier,opSoldier,1800,10220,1820,10580,0
blueSoldier,opSoldier,1800,10220,1820,10600,0
blueSoldier,opSoldier,1800,10220,1820,10640,0
blueSoldier,opSoldier,1800,10220,1820,10660,0
blueSoldier,opSoldier,1800,10220,1820,10680,0
blueSoldier,opSoldier,1800,10220,1820,10700,0
blueSoldier,opSoldier,1800,10220,1820,10720,0
blueSoldier,opSoldier,1800,10220,1820,10760,0
blueSoldier,opSoldier,1800,10220,1820,10780,0
blueSoldier,opSoldier,1800,10220,1820,10800,0
blueSoldier,opSoldier,1800,10220,1840,10080,0
blueSoldier,opSoldier,1800,10220,1840,10180,0
blueSoldier,opSoldier,1800,10220,1840,10240,0
blueSoldier,opSoldier,1800,10220,1840,10320,0
blueSoldier,opSoldier,1800,10220,1840,10380,0
blueSoldier,opSoldier,1800,10220,1840,10420,0
blueSoldier,opSoldier,1800,10220,1840,10440,0
blueSoldier,opSoldier,1800,10220,1840,10480,0
blueSoldier,opSoldier,1800,10220,1840,10500,1
blueSoldier,opSoldier,1800,10220,1840,10520,0
blueSoldier,opSoldier,1800,10220,1840,10540,0
blueSoldier,opSoldier,1800,10220,1840,10600,0
blueSoldier,opSoldier,1800,10220,1840,10660,0
blueSoldier,opSoldier,1800,10220,1840,10680,0
blueSoldier,opSoldier,1800,10220,1840,10700,0
blueSoldier,opSoldier,1800,10220,1840,10780,0
blueSoldier,opSoldier,1800,10220,1860,10020,0
blueSoldier,opSoldier,1800,10220,1860,10060,0
blueSoldier,opSoldier,1800,10220,1860,10080,0
blueSoldier,opSoldier,1800,10220,1860,10240,0
blueSoldier,opSoldier,1800,10220,1860,10280,1
blueSoldier,opSoldier,1800,10220,1860,10300,0
blueSoldier,opSoldier,1800,10220,1860,10320,0
blueSoldier,opSoldier,1800,10220,1860,10400,0
blueSoldier,opSoldier,1800,10220,1860,10440,0
blueSoldier,opSoldier,1800,10220,1860,10540,0
blueSoldier,opSoldier,1800,10220,1860,10560,0
blueSoldier,opSoldier,1800,10220,1860,10580,0
blueSoldier,opSoldier,1800,10220,1860,10600,0
blueSoldier,opSoldier,1800,10220,1860,10680,0
blueSoldier,opSoldier,1800,10220,1860,10700,0
blueSoldier,opSoldier,1800,10220,1860,10740,0
blueSoldier,opSoldier,1800,10220,1860,10780,0
blueSoldier,opSoldier,1800,10220,1860,10800,0
blueSoldier,opSoldier,1800,10220,1860,10820,0
blueSoldier,opSoldier,1800,10220,1860,10840,0
blueSoldier,opSoldier,1800,10220,1860,10860,0
blueSoldier,opSoldier,1800,10220,1860,10880,0
blueSoldier,opSoldier,1800,10220,1870,10420,0
blueSoldier,opSoldier,1800,10220,1880,10000,0
blueSoldier,opSoldier,1800,10220,1880,10020,0
blueSoldier,opSoldier,1800,10220,1880,10040,0
blueSoldier,opSoldier,1800,10220,1880,10060,0
blueSoldier,opSoldier,1800,10220,1880,10060,0
blueSoldier,opSoldier,1800,10220,1880,10080,0
blueSoldier,opSoldier,1800,10220,1880,10100,0
blueSoldier,opSoldier,1800,10220,1880,10120,0
blueSoldier,opSoldier,1800,10220,1880,10140,0
blueSoldier,opSoldier,1800,10220,1880,10160,0
blueSoldier,opSoldier,1800,10220,1880,10200,0
blueSoldier,opSoldier,1800,10220,1880,10220,1
blueSoldier,opSoldier,1800,10220,1880,10240,0
blueSoldier,opSoldier,1800,10220,1880,10260,1
blueSoldier,opSoldier,1800,10220,1880,10280,1
blueSoldier,opSoldier,1800,10220,1880,10300,1
blueSoldier,opSoldier,1800,10220,1880,10300,1
blueSoldier,opSoldier,1800,10220,1880,10320,1
blueSoldier,opSoldier,1800,10220,1880,10360,0
blueSoldier,opSoldier,1800,10220,1880,10380,0
blueSoldier,opSoldier,1800,10220,1880,10400,0
blueSoldier,opSoldier,1800,10220,1880,10420,0
blueSoldier,opSoldier,1800,10220,1880,10440,0
blueSoldier,opSoldier,1800,10220,1880,10460,0
blueSoldier,opSoldier,1800,10220,1880,10480,0
blueSoldier,opSoldier,1800,10220,1880,10500,0
blueSoldier,opSoldier,1800,10220,1880,10520,0
blueSoldier,opSoldier,1800,10220,1880,10540,0
blueSoldier,opSoldier,1800,10220,1880,10560,0
blueSoldier,opSoldier,1800,10220,1880,10580,0
blueSoldier,opSoldier,1800,10220,1880,10580,0
blueSoldier,opSoldier,1800,10220,1880,10600,0
blueSoldier,opSoldier,1800,10220,1880,10640,0
blueSoldier,opSoldier,1800,10220,1880,10660,0
blueSoldier,opSoldier,1800,10220,1880,10680,0
blueSoldier,opSoldier,1800,10220,1880,10700,0
blueSoldier,opSoldier,1800,10220,1880,10720,0
blueSoldier,opSoldier,1800,10220,1880,10740,0
blueSoldier,opSoldier,1800,10220,1880,10760,0
blueSoldier,opSoldier,1800,10220,1880,10780,0
blueSoldier,opSoldier,1800,10220,1880,10800,0
blueSoldier,opSoldier,1800,10220,1880,10820,0
blueSoldier,opSoldier,1800,10220,1880,10840,0
blueSoldier,opSoldier,1800,10220,1880,10840,0
blueSoldier,opSoldier,1800,10220,1880,10860,0
blueSoldier,opSoldier,1800,10220,1900,10000,0
blueSoldier,opSoldier,1800,10220,1900,10020,0
blueSoldier,opSoldier,1800,10220,1900,10040,0
blueSoldier,opSoldier,1800,10220,1900,10060,0
blueSoldier,opSoldier,1800,10220,1900,10080,0
blueSoldier,opSoldier,1800,10220,1900,10100,1
blueSoldier,opSoldier,1800,10220,1900,10120,0
blueSoldier,opSoldier,1800,10220,1900,10140,0
blueSoldier,opSoldier,1800,10220,1900,10160,0
blueSoldier,opSoldier,1800,10220,1900,10180,1
blueSoldier,opSoldier,1800,10220,1900,10200,0
blueSoldier,opSoldier,1800,10220,1900,10220,0
blueSoldier,opSoldier,1800,10220,1900,10240,0
blueSoldier,opSoldier,1800,10220,1900,10260,0
blueSoldier,opSoldier,1800,10220,1900,10300,0
blueSoldier,opSoldier,1800,10220,1900,10320,0
blueSoldier,opSoldier,1800,10220,1900,10340,1
blueSoldier,opSoldier,1800,10220,1900,10360,0
blueSoldier,opSoldier,1800,10220,1900,10380,1
blueSoldier,opSoldier,1800,10220,1900,10400,1
blueSoldier,opSoldier,1800,10220,1900,10420,0
blueSoldier,opSoldier,1800,10220,1900,10430,1
blueSoldier,opSoldier,1800,10220,1900,10440,1
blueSoldier,opSoldier,1800,10220,1900,10460,1
blueSoldier,opSoldier,1800,10220,1900,10480,0
blueSoldier,opSoldier,1800,10220,1900,10500,0
blueSoldier,opSoldier,1800,10220,1900,10520,0
blueSoldier,opSoldier,1800,10220,1900,10560,1
blueSoldier,opSoldier,1800,10220,1900,10580,0
blueSoldier,opSoldier,1800,10220,1900,10600,0
blueSoldier,opSoldier,1800,10220,1900,10620,0
blueSoldier,opSoldier,1800,10220,1900,10640,0
blueSoldier,opSoldier,1800,10220,1900,10660,0
blueSoldier,opSoldier,1800,10220,1900,10680,0
blueSoldier,opSoldier,1800,10220,1900,10700,0
blueSoldier,opSoldier,1800,10220,1900,10700,0
