unit_name,target_name,unit_x,unit_y,target_x,target_y,visible
blueSoldier,opSoldier,1800,10790,2180,10360,0
blueSoldier,opSoldier,1800,10790,2180,10380,0
blueSoldier,opSoldier,1800,10790,2180,10400,0
blueSoldier,opSoldier,1800,10795,2180,10420,0
blueSoldier,opSoldier,1800,10795,2180,10440,0
blueSoldier,opSoldier,1800,10795,2180,10460,0
blueSoldier,opSoldier,1800,10795,2180,10460,0
blueSoldier,opSoldier,1800,10795,2180,10480,0
blueSoldier,opSoldier,1800,10795,2180,10500,0
blueSoldier,opSoldier,1800,10795,2180,10520,0
blueSoldier,opSoldier,1800,10795,2180,10540,0
blueSoldier,opSoldier,1800,10795,2180,10560,0
blueSoldier,opSoldier,1800,10795,2180,10600,0
blueSoldier,opSoldier,1800,10795,2180,10620,0
blueSoldier,opSoldier,1800,10795,2180,10640,0
blueSoldier,opSoldier,1800,10790,2180,10660,0
blueSoldier,opSoldier,1800,10790,2180,10680,0
blueSoldier,opSoldier,1800,10790,2180,10700,0
blueSoldier,opSoldier,1800,10790,2180,10700,0
blueSoldier,opSoldier,1800,10790,2180,10740,0
blueSoldier,opSoldier,1800,10795,2180,10760,0
blueSoldier,opSoldier,1800,10795,2180,10780,0
blueSoldier,opSoldier,1800,10795,2180,10800,0
blueSoldier,opSoldier,1800,10795,2180,10820,0
blueSoldier,opSoldier,1800,10795,2180,10840,0
blueSoldier,opSoldier,1800,10795,2180,10860,0
blueSoldier,opSoldier,1800,10795,2180,10880,0
blueSoldier,opSoldier,1800,10815,1800,10320,0
blueSoldier,opSoldier,1800,10815,1800,10340,0
blueSoldier,opSoldier,1800,10815,1800,10360,0
blueSoldier,opSoldier,1800,10815,1800,10360,0
blueSoldier,opSoldier,1800,10815,1800,10380,0
blueSoldier,opSoldier,1800,10815,1800,10400,0
blueSoldier,opSoldier,1800,10815,1800,10440,0
blueSoldier,opSoldier,1800,10815,1800,10460,0
blueSoldier,opSoldier,1800,10815,1800,10480,0
blueSoldier,opSoldier,1800,10815,1800,10500,0
blueSoldier,opSoldier,1800,10815,1800,10520,0
blueSoldier,opSoldier,1800,10815,1800,10540,0
blueSoldier,opSoldier,1800,10815,1800,10560,0
blueSoldier,opSoldier,1800,10815,1800,10580,0
blueSoldier,opSoldier,1800,10815,1800,10580,0
blueSoldier,opSoldier,1800,10815,1800,10600,0
blueSoldier,opSoldier,1800,10815,1800,10620,0
blueSoldier,opSoldier,1800,10815,1800,10640,0
blueSoldier,opSoldier,1800,10815,1800,10660,0
blueSoldier,opSoldier,1800,10815,1800,10680,0
blueSoldier,opSoldier,1800,10815,1800,10720,0
blueSoldier,opSoldier,1800,10815,1800,10740,0
blueSoldier,opSoldier,1800,10815,1800,10760,0
blueSoldier,opSoldier,1800,10815,1800,10780,0
blueSoldier,opSoldier,1800,10815,1800,10800,0
blueSoldier,opSoldier,1800,10815,1800,10820,0
blueSoldier,opSoldier,1800,10815,1800,10820,0
blueSoldier,opSoldier,1800,10815,1800,10840,0
blueSoldier,opSoldier,1800,10815,1800,10860,0
blueSoldier,opSoldier,1800,10815,1820,10140,0
blueSoldier,opSoldier,1800,10810,1820,10160,0
blueSoldier,opSoldier,1800,10810,1820,10180,0
blueSoldier,opSoldier,1800,10810,1820,10200,0
blueSoldier,opSoldier,1800,10810,1820,10220,0
blueSoldier,opSoldier,1800,10810,1820,10240,0
blueSoldier,opSoldier,1800,10815,1820,10260,0
blueSoldier,opSoldier,1800,10815,1820,10280,0
blueSoldier,opSoldier,1800,10810,1820,10300,0
blueSoldier,opSoldier,1800,10810,1820,10300,0
blueSoldier,opSoldier,1800,10810,1820,10320,0
blueSoldier,opSoldier,1800,10810,1820,10340,0
blueSoldier,opSoldier,1800,10810,1820,10380,0
blueSoldier,opSoldier,1800,10810,1820,10400,0
blueSoldier,opSoldier,1800,10815,1820,10420,0
blueSoldier,opSoldier,1800,10815,1820,10440,0
