unit_name,target_name,unit_x,unit_y,target_x,target_y,visible
blueSoldier,opSoldier,1800,10445,1800,10500,1
blueSoldier,opSoldier,1800,10445,1800,10520,1
blueSoldier,opSoldier,1800,10445,1800,10540,1
blueSoldier,opSoldier,1800,10445,1800,10560,1
blueSoldier,opSoldier,1800,10445,1800,10580,0
blueSoldier,opSoldier,1800,10445,1800,10600,0
blueSoldier,opSoldier,1800,10445,1800,10620,0
blueSoldier,opSoldier,1800,10445,1800,10640,0
blueSoldier,opSoldier,1800,10445,1800,10780,0
blueSoldier,opSoldier,1800,10445,1800,10820,0
blueSoldier,opSoldier,1800,10445,1800,10840,0
blueSoldier,opSoldier,1800,10445,1800,10860,0
blueSoldier,opSoldier,1800,10445,1800,10880,0
blueSoldier,opSoldier,1800,10445,1820,10040,0
blueSoldier,opSoldier,1800,10445,1820,10100,0
blueSoldier,opSoldier,1800,10445,1820,10200,0
blueSoldier,opSoldier,1800,10445,1820,10260,0
blueSoldier,opSoldier,1800,10445,1820,10280,0
blueSoldier,opSoldier,1800,10445,1820,10340,0
blueSoldier,opSoldier,1800,10445,1820,10420,0
blueSoldier,opSoldier,1800,10445,1820,10520,1
blueSoldier,opSoldier,1800,10445,1820,10540,0
blueSoldier,opSoldier,1800,10445,1820,10580,1
blueSoldier,opSoldier,1800,10445,1820,10600,0
blueSoldier,opSoldier,1800,10445,1820,10640,0
blueSoldier,opSoldier,1800,10445,1820,10660,0
blueSoldier,opSoldier,1800,10445,1820,10680,0
blueSoldier,opSoldier,1800,10445,1820,10700,0
blueSoldier,opSoldier,1800,10445,1820,10720,0
blueSoldier,opSoldier,1800,10445,1820,10740,0
blueSoldier,opSoldier,1800,10445,1820,10820,0
blueSoldier,opSoldier,1800,10445,1820,10840,0
blueSoldier,opSoldier,1800,10445,1840,10060,0
blueSoldier,opSoldier,1800,10445,1840,10080,0
blueSoldier,opSoldier,1800,10445,1840,10100,0
blueSoldier,opSoldier,1800,10445,1840,10140,0
blueSoldier,opSoldier,1800,10445,1840,10160,0
blueSoldier,opSoldier,1800,10445,1840,10200,0
blueSoldier,opSoldier,1800,10445,1840,10260,0
blueSoldier,opSoldier,1800,10445,1840,10300,0
blueSoldier,opSoldier,1800,10445,1840,10540,0
blueSoldier,opSoldier,1800,10445,1840,10560,0
blueSoldier,opSoldier,1800,10445,1840,10580,0
blueSoldier,opSoldier,1800,10445,1840,10600,0
blueSoldier,opSoldier,1800,10445,1840,10640,0
blueSoldier,opSoldier,1800,10445,1840,10760,0
blueSoldier,opSoldier,1800,10445,1840,10780,0
blueSoldier,opSoldier,1800,10445,1840,10860,0
blueSoldier,opSoldier,1800,10445,1860,10020,0
blueSoldier,opSoldier,1800,10445,1860,10240,0
blueSoldier,opSoldier,1800,10445,1860,10260,0
blueSoldier,opSoldier,1800,10445,1860,10300,0
blueSoldier,opSoldier,1800,10445,1860,10340,0
blueSoldier,opSoldier,1800,10445,1860,10360,0
blueSoldier,opSoldier,1800,10445,1860,10460,1
blueSoldier,opSoldier,1800,10445,1860,10480,0
blueSoldier,opSoldier,1800,10445,1860,10580,0
blueSoldier,opSoldier,1800,10445,1860,10620,0
blueSoldier,opSoldier,1800,10445,1860,10680,0
blueSoldier,opSoldier,1800,10445,1860,10740,0
blueSoldier,opSoldier,1800,10445,1860,10760,0
blueSoldier,opSoldier,1800,10445,1880,10040,0
blueSoldier,opSoldier,1800,10445,1880,10060,0
blueSoldier,opSoldier,1800,10445,1880,10100,0
blueSoldier,opSoldier,1800,10445,1880,10220,0
blueSoldier,opSoldier,1800,10445,1880,10240,0
blueSoldier,opSoldier,1800,10445,1880,10260,0
blueSoldier,opSoldier,1800,10445,1880,10280,0
blueSoldier,opSoldier,1800,10445,1880,10380,1
blueSoldier,opSoldier,1800,10445,1880,10420,1
blueSoldier,opSoldier,1800,10445,1880,10440,1
blueSoldier,opSoldier,1800,10445,1880,10500,1
blueSoldier,opSoldier,1800,10445,1880,10640,0
blueSoldier,opSoldier,1800,10445,1880,10660,0
blueSoldier,opSoldier,1800,10445,1880,10740,0
blueSoldier,opSoldier,1800,10445,1880,10760,0
blueSoldier,opSoldier,1800,10445,1880,10780,0
blueSoldier,opSoldier,1800,10445,1880,10800,0
blueSoldier,opSoldier,1800,10445,1880,10820,0
blueSoldier,opSoldier,1800,10445,1880,10860,0
blueSoldier,opSoldier,1800,10445,1900,10020,0
blueSoldier,opSoldier,1800,10445,1900,10080,0
blueSoldier,opSoldier,1800,10445,1900,10100,0
blueSoldier,opSoldier,1800,10445,1900,10120,0
blueSoldier,opSoldier,1800,10445,1900,10140,0
blueSoldier,opSoldier,1800,10445,1900,10180,0
blueSoldier,opSoldier,1800,10445,1900,10320,1
blueSoldier,opSoldier,1800,10445,1900,10360,0
blueSoldier,opSoldier,1800,10445,1900,10420,0
blueSoldier,opSoldier,1800,10445,1900,10560,1
blueSoldier,opSoldier,1800,10445,1900,10600,0
blueSoldier,opSoldier,1800,10445,1900,10620,0
blueSoldier,opSoldier,1800,10445,1900,10640,0
blueSoldier,opSoldier,1800,10445,1900,10680,0
blueSoldier,opSoldier,1800,10445,1900,10720,0
blueSoldier,opSoldier,1800,10445,1900,10820,0
blueSoldier,opSoldier,1800,10445,1900,10840,0
blueSoldier,opSoldier,1800,10445,1920,10000,0
blueSoldier,opSoldier,1800,10445,1920,10020,0
blueSoldier,opSoldier,1800,10445,1920,10280,0
blueSoldier,opSoldier,1800,10445,1920,10360,0
blueSoldier,opSoldier,1800,10445,1920,10460,0
blueSoldier,opSoldier,1800,10445,1920,10560,1
blueSoldier,opSoldier,1800,10445,1920,10580,0
blueSoldier,opSoldier,1800,10445,1920,10680,0
blueSoldier,opSoldier,1800,10445,1920,10720,0
blueSoldier,opSoldier,1800,10445,1920,10840,0
blueSoldier,opSoldier,1800,10445,1940,10000,0
blueSoldier,opSoldier,1800,10445,1940,10180,0
blueSoldier,opSoldier,1800,10445,1940,10200,0
blueSoldier,opSoldier,1800,10445,1940,10220,0
blueSoldier,opSoldier,1800,10445,1940,10280,0
blueSoldier,opSoldier,1800,10445,1940,10400,0
blueSoldier,opSoldier,1800,10445,1940,10440,0
blueSoldier,opSoldier,1800,10445,1940,10520,0
blueSoldier,opSoldier,1800,10445,1940,10540,0
blueSoldier,opSoldier,1800,10445,1940,10600,0
blueSoldier,opSoldier,1800,10445,1940,10620,0
blueSoldier,opSoldier,1800,10445,1940,10640,0
blueSoldier,opSoldier,1800,10445,1940,10660,0
blueSoldier,opSoldier,1800,10445,1940,10700,0
blueSoldier,opSoldier,1800,10445,1940,10760,0
blueSoldier,opSoldier,1800,10445,1940,10840,0
blueSoldier,opSoldier,1800,10445,1960,10040,0
blueSoldier,opSoldier,1800,10445,1960,10100,0
blueSoldier,opSoldier,1800,10445,1960,10220,0
blueSoldier,opSoldier,1800,10445,1960,10260,0
blueSoldier,opSoldier,1800,10445,1960,10280,0
blueSoldier,opSoldier,1800,10445,1960,10340,0
blueSoldier,opSoldier,1800,10445,1960,10380,0
blueSoldier,opSoldier,1800,10445,1960,10400,0
blueSoldier,opSoldier,1800,10445,1960,10440,0
blueSoldier,opSoldier,1800,10445,1960,10460,0
blueSoldier,opSoldier,1800,10445,1960,10580,0
blueSoldier,opSoldier,1800,10445,1960,10640,0
blueSoldier,opSoldier,1800,10445,1960,10680,0
blueSoldier,opSoldier,1800,10445,1960,10840,0
blueSoldier,opSoldier,1800,10445,1980,10000,0
blueSoldier,opSoldier,1800,10445,1980,10020,0
blueSoldier,opSoldier,1800,10445,1980,10140,0
blueSoldier,opSoldier,1800,10445,1980,10160,0
blueSoldier,opSoldier,1800,10445,1980,10200,0
blueSoldier,opSoldier,1800,10445,1980,10260,0
blueSoldier,opSoldier,1800,10445,1980,10480,0
blueSoldier,opSoldier,1800,10445,1980,10560,0
blueSoldier,opSoldier,1800,10445,1980,10640,0
blueSoldier,opSoldier,1800,10445,1980,10660,0
blueSoldier,opSoldier,1800,10445,1980,10700,0
blueSoldier,opSoldier,1800,10445,1980,10760,0
blueSoldier,opSoldier,1800,10445,1980,10780,0
blueSoldier,opSoldier,1800,10445,1980,10800,0
blueSoldier,opSoldier,1800,10445,1980,10840,0
blueSoldier,opSoldier,1800,10445,2000,10040,0
blueSoldier,opSoldier,1800,10445,2000,10060,0
blueSoldier,opSoldier,1800,10445,2000,10080,0
blueSoldier,opSoldier,1800,10445,2000,10160,0
blueSoldier,opSoldier,1800,10445,2000,10180,0
blueSoldier,opSoldier,1800,10445,2000,10240,0
blueSoldier,opSoldier,1800,10445,2000,10280,0
blueSoldier,opSoldier,1800,10445,2000,10300,0
blueSoldier,opSoldier,1800,10445,2000,10340,0
blueSoldier,opSoldier,1800,10445,2000,10380,0
blueSoldier,opSoldier,1800,10445,2000,10400,0
blueSoldier,opSoldier,1800,10445,2000,10420,0
blueSoldier,opSoldier,1800,10445,2000,10460,0
blueSoldier,opSoldier,1800,10445,2000,10600,0
blueSoldier,opSoldier,1800,10445,2000,10640,0
blueSoldier,opSoldier,1800,10445,2000,10820,0
blueSoldier,opSoldier,1800,10445,2020,10000,0
blueSoldier,opSoldier,1800,10445,2020,10060,0
blueSoldier,opSoldier,1800,10445,2020,10080,0
blueSoldier,opSoldier,1800,10445,2020,10140,0
blueSoldier,opSoldier,1800,10445,2020,10240,0
blueSoldier,opSoldier,1800,10445,2020,10280,0
blueSoldier,opSoldier,1800,10445,2020,10340,0
blueSoldier,opSoldier,1800,10445,2020,10400,0
blueSoldier,opSoldier,1800,10445,2020,10420,0
blueSoldier,opSoldier,1800,10445,2020,10440,0
blueSoldier,opSoldier,1800,10445,2020,10460,0
blueSoldier,opSoldier,1800,10445,2020,10480,0
blueSoldier,opSoldier,1800,10445,2020,10520,0
blueSoldier,opSoldier,1800,10445,2020,10540,0
blueSoldier,opSoldier,1800,10445,2020,10560,0
blueSoldier,opSoldier,1800,10445,2020,10580,0
blueSoldier,opSoldier,1800,10445,2020,10620,0
blueSoldier,opSoldier,1800,10445,2020,10660,0
blueSoldier,opSoldier,1800,10445,2020,10720,0
blueSoldier,opSoldier,1800,10445,2020,10740,0
blueSoldier,opSoldier,1800,10445,2020,10780,0
blueSoldier,opSoldier,1800,10445,2020,10880,0
blueSoldier,opSoldier,1800,10445,2040,10080,0
blueSoldier,opSoldier,1800,10445,2040,10100,0
blueSoldier,opSoldier,1800,10445,2040,10180,0
blueSoldier,opSoldier,1800,10445,2040,10340,0
blueSoldier,opSoldier,1800,10445,2040,10380,0
blueSoldier,opSoldier,1800,10445,2040,10460,0
blueSoldier,opSoldier,1800,10445,2040,10540,0
blueSoldier,opSoldier,1800,10445,2040,10580,0
blueSoldier,opSoldier,1800,10445,2040,10620,0
blueSoldier,opSoldier,1800,10445,2040,10700,0
blueSoldier,opSoldier,1800,10445,2040,10720,0
blueSoldier,opSoldier,1800,10445,2040,10740,0
blueSoldier,opSoldier,1800,10445,2040,10780,0
blueSoldier,opSoldier,1800,10445,2040,10800,0
blueSoldier,opSoldier,1800,10445,2040,10820,0
blueSoldier,opSoldier,1800,10445,2060,10040,0
blueSoldier,opSoldier,1800,10445,2060,10100,0
blueSoldier,opSoldier,1800,10445,2060,10120,0
blueSoldier,opSoldier,1800,10445,2060,10200,0
blueSoldier,opSoldier,1800,10445,2060,10220,0
blueSoldier,opSoldier,1800,10445,2060,10340,0
blueSoldier,opSoldier,1800,10445,2060,10440,0
blueSoldier,opSoldier,1800,10445,2060,10480,0
blueSoldier,opSoldier,1800,10445,2060,10580,0
blueSoldier,opSoldier,1800,10445,2060,10620,0
blueSoldier,opSoldier,1800,10445,2060,10680,0
blueSoldier,opSoldier,1800,10445,2060,10720,0
blueSoldier,opSoldier,1800,10445,2060,10760,0
blueSoldier,opSoldier,1800,10445,2060,10780,0
blueSoldier,opSoldier,1800,10445,2060,10800,0
blueSoldier,opSoldier,1800,10445,2060,10840,0
blueSoldier,opSoldier,1800,10445,2060,10860,0
blueSoldier,opSoldier,1800,10445,2080,10000,0
blueSoldier,opSoldier,1800,10445,2080,10020,0
blueSoldier,opSoldier,1800,10445,2080,10040,0
blueSoldier,opSoldier,1800,10445,2080,10120,0
blueSoldier,opSoldier,1800,10445,2080,10220,0
blueSoldier,opSoldier,1800,10445,2080,10240,0
blueSoldier,opSoldier,1800,10445,2080,10260,0
blueSoldier,opSoldier,1800,10445,2080,10280,0
blueSoldier,opSoldier,1800,10445,2080,10360,0
blueSoldier,opSoldier,1800,10445,2080,10380,0
blueSoldier,opSoldier,1800,10445,2080,10440,0
blueSoldier,opSoldier,1800,10445,2080,10500,0
blueSoldier,opSoldier,1800,10445,2080,10720,0
blueSoldier,opSoldier,1800,10445,2080,10740,0
blueSoldier,opSoldier,1800,10445,2080,10780,0
blueSoldier,opSoldier,1800,10445,2080,10820,0
blueSoldier,opSoldier,1800,10445,2080,10840,0
blueSoldier,opSoldier,1800,10445,2080,10860,0
blueSoldier,opSoldier,1800,10445,2100,10000,0
blueSoldier,opSoldier,1800,10445,2100,10040,0
blueSoldier,opSoldier,1800,10445,2100,10140,0
blueSoldier,opSoldier,1800,10445,2100,10260,0
